url,class,id,text
http://zurnal24.si/slovenija/crna-kronika/bombe-na-sodiscu-tudi-tokrat-niso-nasli-239822,slovenija,239822,"Bombe na sodišču tudi tokrat niso našli Nekaj po 9. uri so izpraznili stavbo vrhovnega sodišča v Ljubljani. Po temeljitem pregledu policisti eksplozivnega telesa, ki naj bi bilo podtaknjeno na sodišču, niso odkrili.  Uslužbenci osrednje sodne stavbe v središču Ljubljane, kjer delujejo vrhovno, višje in okrožno sodišče v Ljubljani, so morali z delom prekiniti le nekaj minut po uradnem začetku delovnega dne oziroma uradnih ur. Vsi so se morali nemudoma umakniti na dvorišče pred sodiščem in okolico. Vhod v stavbo so policisti zavarovali s policijskem trakom, preko katerega pa do nadaljnega ne bodo spuščali nikogar razen kriminalistov in bombnih tehnikov. Slednji morajo temeljito pregledati vse prostore v stavbi, da bi čimprej ugotovili ali je nekje na sodišču dejansko podtaknjeno, skrito ekplozivno sredstvo. Šele, ko potrdijo, da eksploziva niso odkrili nikjer, se bodo uslužbenci sodišča lahko vrnili na svoja delovna mesta. Nekaj pred deveto zjutraj so namreč na sodišču prejeli klic neznanca, da naj bi bilo v stavbi podtaknjeno eksplozivno telo. Sledila je takojšnja evakuacija vseh prisotnih iz stavbe. Vse bodo nadomeščali Predvidoma do 13. ure vstop na sodišče ne bo možen. ""Zaradi tega bodo vse obravnave okrožnega sodišča v Ljubljani na tej lokaciji predvidoma do 13. ure preložene. Stranke bodo o novih datumih obravnav obveščene naknadno,"" pojasnjujejo na ljubljanskem okrožnem sodišču. Bombe pa nikjer Policisti so z ogledom končali po dobrih treh urah. ""Po temeljitem pregledu prostorov, se niso našli predmeti, ki bi bili nevarni za zdravlje ali življenje ljudi,"" pojasnjujejo na policijski upravi Ljubljana. Kriminalisti pa ne glede na to s preiskavo dogodka nadaljujejo. ""Sam dogodek ima znake kaznivega dejanja zlorabaee znamenj za pomoč in nevarnost,"" dodajajo na policiji.Če oziroma ko policija izsledi neznanca, ki je z lažnim obvestilom o domnevno podtaknjenem eksplozivnem telesu za več ur ohromil delo sodišča in povzročil več težav, mu grozi do pet let zapora."
http://zurnal24.si/slovenija/crna-kronika/nizja-kazen-za-napad-v-openu-131117,slovenija,131117,"Nižja kazen za napad v Openu Višje sodišče v Ljubljani je napadalcem na gejevskega aktivista Mitjo Blažiča pred lokalom Cafe Open znižalo zaporno kazen. Pri pregledu pritožb zagovornikov Marka Kousa, Jana Stenovca in Jerneja Šercerja je sodišče ugotovilo, da obstajajo razlogi za izrek nižje zaporne kazni. Med olajševalnimi okoliščinami so med drugim našteli dozdajšnjo nekaznovanost in mladost napadalcev ter tudi to, da vsi trije izhajajo iz urejenega družinskega okolja. Kot še poročata današnji Dnevnik in Delo, so jima v dobro šteli tudi to, da si je eden od njih našel službo, druga dva pa sta se vpisala na fakulteto. Upoštevali pa so tudi, da so se vsi trije pokesali in se oškodovancu opravičili. Kousu ne bo treba za zapahe, saj je kazen že odslužil v priporu, druga dva pa sta bila v priporu slabih pet mesecev. Stroške bodo morali povrniti Pač pa zagovorniki niso bili uspešni glede tega, kdo bo plačal stroške kazenskega postopka in sodne takse. Višje sodišče je namreč tako kot okrožno sodišče odločilo, da morajo stroške postopka povrniti obtoženci. Obsojeni so 25. junija 2009 pred omenjenim ljubljanskim lokalom s prižganimi baklami in kamni napadli in poškodovali Blažiča, ki se je udeležil literarnega večera gejevske in lezbične literature. Ljubljansko okrožno sodišče je napadalce marca lani zaradi javnega spodbujanja sovraštva, nasilja oziroma nestrpnosti obsodilo na leto in pol zapora."
http://zurnal24.si/slovenija/tudi-prepoved-delovanja-to-je-seznam-pekarn-kjer-je-morala-ukrepati-inspekcija-294364,slovenija,294364,"Tudi prepoved delovanja! To je seznam pekarn, kjer je morala ukrepati inšpekcija. Nekatere pekarne so morale zapreti svoja vrata, druge odpraviti naštete nepravilnosti. Potem, ko smo pred kratkim objavili seznam lokalov, ki so jim inšpektorji uprave za varno hrano v lanskem letu zaradi pomanjkljive higiene in podobnih razlogov izdali odločbo, tokrat objavljamo seznam pekarn. Tudi v vaši bližini Slovenija To je seznam prek 300 lokalov, v katerih je higiena vprašljiva Inšpekcija je lani odkrila nepravilnosti v veliko manjšem številu pekarn, kot v letu 2015. Lani so zabeležili 15 spornih pekarn, za primerjavo, pred dvema letoma je bilo takih primerov 47. objavljen seznam Slovenija Objavili seznam spornih pekarn V letu 2016 so delovanje prepovedali dvema obratoma: Pekarni Biga v Križevcih pri Ljutomeru in pekarni Niti Plus iz Črnomlja. V pekarni Biga so inšpektorji ugotovili, da hladilne naprave, peči in police niso bile očiščene; na opremi so bile vidne sledi starejše umazanije, zasušeni ostanki živil, tla so bila umazana in nasmetena. Ker je nesnaga ogrožala varnost živil, ki so se v pekarni hranila, je inšpektorica za hrano prepovedala obratovanje. V Črnomlju pa je imela pekarna, ki so ji prepovedali nadaljnje obratovanje, umazane prostore in pribor, zaposleni niso imeli lastnih sanitarij, pač pa so uporabljali stranišče v sosednjem lokalu, pekarna ni imela zagotovljenega ločenega prostora za shranjevanje čistil, med vrečami z moko je bilo odloženih 11 umazanih vreč z odpadnim kruhom, živila so bila nezaščitena odložena na tleh. Kršitve v ostalih 13 pekarnah, ki so jim inšpektorji zaradi nezadostnega izpolnjevanja higienskih meril izdali odločbe, niso bile tako hude. Nekateri obrati so morali zamenjati oziroma popraviti talne obloge, drugi izvesti generalno čiščenje, treti le urediti dokumentacijo. david.jug@zurnal24.si"
http://zurnal24.si/sport/nogomet/zmagi-v-gabon-in-tunizijo-146569,sport,146569,"Zmagi v Gabon in Tunizijo V Gabonu in Ekvatorialni Gvineji poteka afriški pokal narodov. V ponedeljek je bila dejavna skupina C. Afriški pokal narodov, skupina C:Gabon : Niger 2:0 (2:0)Aubameyang (30), Moubamba (45)Maroko : Tunizija 1:2 (0:1)Kharja (86); Korbi (34), M'Sakni (76)"
http://zurnal24.si/sport/nogomet/po-diagnozi-mu-je-klub-obrnil-hrbet-247579,sport,247579,"Po diagnozi mu je klub obrnil hrbet Argentinski vezist Newcastle Uniteda je razkril, kako ga je trener Alan Pardew po diagnozi raka na modih hladnokrvno odslovil iz ekipe. Jonas Gutierrez je uspešno premagal raka na modih in se prejšnji mesec zmagoslavno vrnil na zelenice v dresu Newcastle Uniteda. Argentinski reprezentant priznava, da danes ne bi igral za angleškega prvoligaša, če bi tega še vedno vodil nekdanji trener Alan Pardew. EPA Vodstvo Newcastla se je na nogometaševo diagnozo odzvalo izrazito negativno, Pardew pa mu je celo svetoval, naj si poišče drug klub.''Nikoli ne bom pozabil, kako so delali z mano. V Argentini sem prestal operacijo, kjer so mi odstranili modo. Vsi znaki so bili dobri, zato sem se novembra 2013 vrnil v Anglijo. Trener, Pardew, mi je dejal, naj poiščem nov klub, da je to najboljše za vse,'' je v izpovedi za Canal+ šokiral Gutierrez.''Vem, da je deloval v interesu ekipe, a v takšnih primerih je potrebno upoštevati moje usluge in čas, ki sem ga preživel v klubu. Treba je upoštevati človeško plat. Nikoli nisem prosil za nič. Račune za zdravljenje sem poravnal sam, saj je zdravje najpomembnejše,'' je dodal Argentinec.Gutierrez po operaciji ni bil deležen dostojne minutaže v dresu Newcastla, januarja 2014 pa je odšel na posojo k Norwich Cityju, kjer je nato staknil poškodbo meča, kar je njegov čas na posoji omejilo na vsega štiri tekme. V začetku marca letos je odpravil še zadnje fizične prepreke in kot zamenjava vstopil v igro na obračunu z Manchester Unitedom, Ob prihodu na zelenico mu je soigralec Fabricio Coloccini predal kapetanski trak."
http://zurnal24.si/svet/norveskemu-morilcu-grozi-le-21-let-130350,svet,130350,"Norveškemu morilcu grozi le 21 let Norveški napadalec, ki je v petek ubil skoraj sto ljudi, je želel svetu pojasniti, zakaj je to storil. A sodnik se je odločil, da bo sojenje zaprl za javnost. V manifestu je Breivik omenjal tudi Slovenijo in stranko SNS. ZADNJE INFORMACIJE: - ""Zakaj niste prišli prej,"" so preživeli kričali na policiste po tem, ko so prišli na otok, kjer je Anders Behring Breivik vzel življenja 68 mladih. Policija je danes pojasnila, zakaj so potrebovali toliko časa. Ob 17.26 so prejeli opozorilo, poklicali okrepitve v Oslu in v naslednjih osmih minutah klicali naokrog za dodatne policiste. Skupno so porabili 17 minut za pripravo, so sporočili. Ob 18.09 so bili na obrobju obale, a niso imeli čolnov, kakršne so potrebovali. Ko so le dobili potrebno opremo, so šli na pot. ""Ne morete pričakovati boljšega odziva od tega. Mi smo s tem zelo zadovoljni. Še enkrat bi storili enako, razen če bi imeli več opreme na razpolago,"" je dejal šef tamkajšnjih policistov Johan Fredriksen. - Evropski predstavniki so sporočili, da se bodo zavzeli za pospešitev nadzora nad prodajo eksplozivnih sredstev in kemičnih substanc, ki jih je uporabil tudi Breivik za svoj napad. ""Kompromis je lažje doseči po tako šokantnem dogodku, kot je ta na Norveškem,"" je dejal eden od uradnih govorcev iz Bruslja. - Anders Behring Breivik je med zaslišanjem dejal, da je pripravljen preostanek življenja preživeti v zaporu. ""Namesto da je ubil toliko ljudi, bi moral ubiti sebe,"" je danes dejal Breivikov oče, ki je sicer s sinom pred leti izgubil vse stike. V Oslu pravkar poteka shod v podporo demokraciji ter ostalim vrednotam, za katere se zavzema Norveška kot demokratična država. Udeležuje se ga najmanj sto tisoč ljudi. - V SNS obsojajo petkov pokol norveškega desničarja. Ob tem opozarjajo, da omenjanje SNS v Breivikovem manifestu nima nobene povezave z delom SNS. Stranka SNS se bori za Slovence, ki morajo imeti ""enake pravice, kot jih imajo drugi"", kar z Norvežanom nima nobene zveze, je za STA dejal poslanec SNS Bogdan Barovič. - Norveška policija je sporočila, da je v streljanju na otoku Utoya umrlo 76 ljudi in ne 86. Število žrtev eksplozije v centru Osla se je povečalo, saj je za posledicami napada umrla še ena oseba. Skupno je v prestolnici umrlo osem oseb. - Norveška je preložila začetek izvajanja politične kampanje pred parlamentarnimi volitvami na 12. september. Parlament bodo vpoklicali nazaj s poletnih počitnic na spominsko ceremonijo. Sodišče je sicer do zdaj že zavrnilo tudi navedbe množičnega morilca, da ima njegova akcija in organizacija večje razsežnosti. Resničnost izjave so začeli preiskovati po današnjih navedbah Breivika, ki je dejal, da je ""sodeloval z dvema celicama v organizaciji"". - Norveški premier: ""Verjamem, da se bo država spremenila, ampak upam, da bomo ostali odprti in demokratični. Vseeno pa bomo morali misliti na to, kaj lahko storimo."" Nobena država ne more popolnoma poskrbeti za varnost državljanov pred napadi, dodaja. Sodišče je medtem potrdilo še, da so Breiviku prepovedali prihod na sodišče v uniformi. Napadalec je med drugim dejal, da je želel prizadejati čim večjo škodo laburistom in ne povzročiti čim večjega števila žrtev. V priporu do 22. avgusta ne bo smel sprejemati pisem, obiskov ali imeti dostop do medijev. - Omenja Slovenijo in SNS: v manifestu 32-letnega norveškega desničarja je večkrat omenjena tudi Slovenija. Napadalec jo opisuje kot evropsko državo, v kateri je bila ""multikulturalistična propaganda pranja možganov"" najmanj uspešna. Omenja tudi stranko SNS, in sicer v povezavi z nacionalizmom ter nasprotovanjem do drugih etničnih skupin, posebej Romov. Sestavil je celo lestvico držav glede na uspeh ""marksističnih/multikulturalističnih kampanj pranja možganov"". Tistim najmanj uspešnim je pripisal vrednost sto, vrednost nič pa so dobile države z najuspešnejšo propagando. Slovenijo je z 90 točkami skupaj s Slovaško uvrstil na sam vrh. - Na tiskovni konferenci so iz sodišča sporočili, da je Breivik priznal streljanje, uporabo bomb, krivde pa ne. Vztrajal je, da je želel rešiti Norveško in zahodno Evropo pred ""kulturnim marksizmom"". ""Laburisti so morali plačati ceno izdaje, muslimani so želeli kolonizirati državo,"" je med drugim dejal napadalec. V javnost naj bi želel poslati ""oster znak"", laburiste pa je okrivil še naslednjega: ""Norveška laburistična stranka je bila kriva za masoven uvoz muslimanov."" - Poljaki so medtem aretirali trgovca iz Vroclava, ki je napadalcu Breiviku po internetu prodal kemikalije, potrebne za izdelavo bombe. Tožilstvo v Vroclavu je te navedbe že zanikalo, poroča STA. Po poročanju poljskih medijev naj bi bil spletni trgovec osumljen pomoči pri umoru, našli pa naj bi ga s pomočjo 1.500 strani dolgega manifesta. V njem je Breivik med drugim razkril, da je prvo pošiljko kemikalij, ki jih je potreboval za bombo, naročil pri spletnem podjetju s sedežem na Poljskem. - Reuters poroča, da je konvoj z obtoženim že zapustil sodišče. Tožilec je za Breivika zahteval osemtedenski pripor, sodišče pa je po poročanju CNN-a na to pristalo. Norvežan bo štiri tedne preživel v popolni izolaciji. - Obtoženi Anders Behring Breivik je po poročanju norveške tiskovne agencije NTB (okoli 12. ure po našem času) prispel na sodišče. Njegov zagovornik po uradni dolžnosti bo odvetnik, kakršnega si Breivik sam verjetno ne bi izbral: ""Gre za nekontroverznega odvetnika, ki ni veliko v medijih. Je član laburistične stranke,"" je o njem na Twitterju zapisal Matija Stepišnik, novinar Večera, ki spremlja dogajanje v Oslu. Poljski varnostni organi pa so sporočili, da so kemikalije za razstrelivo, ki jih je Breivik dobil pri njihovem dobavitelju, prosto dostopne in niso ilegalne, poroča Reuters. -------------------------------------------------------------------------------------------------------------------------------------------- Norveški skrajnež Anders Behring Breivik, ki je priznal izvedbo petkovih terorističnih napadov na Norveškem, v katerih je umrlo po zadnji oceni umrlo 93 ljudi, je danes prvič prvič stopil pred sodnika. Ob 12.00 se je žrtev napada z minuto molka spomnila vsa država. ""To ni le še en dogodek. To je nekaj izjemno resnega, kar zahteva odgovor, evropski odgovor,"" je danes v odzivu dejal španski premier Jose Luis Rodriguez Zapatero in poudaril k boju proti ksenofobiji ter radikalizmu. Britanski premier David Cameron pa pravi, da bo Velika Britanija po tem dogodku še enkrat pregledala varnostne standarde doma. Zaprto pred javnostjo Sodnik se je odločil, da bo sojenje zaprto za javnost, in tako ugodil zahtevi tožilstva. Poleg varnostnih razlogov obtoženemu ne želijo zagotoviti medijske platforme za širjenje njegovih skrajnih pogledov. Sodnik je svojo odločitev utemeljil z naslednjimi besedami. ""Očitno je, da obstajajo konkretne informacije, ki govorijo o tem, da bi javno zaslišanje obtoženca lahko povzročilo neobičajno in težko situacijo v preiskavi in zagotavljanju varnosti."" Tožilci so napovedali, da bodo zahtevali osem tednov pripora. Po norveški zakonodaji pripor sicer lahko traja največ štiri tedne, nato pa ga je mogoče podaljšati. Po norveški zakonodaji je lahko obsojen na največ 21 let zapora, vendar se lahko prestajanje kazni podaljša, če se ugotovi, da zapornik lahko ogroža javno varnost. Tarča nekdanja premierka Policistom je že včeraj priznal, da je izvedel oba napada, vendar ni želel prevzeti kazenske odgovornosti. Izjavil je tudi, da je želel z napadoma kaznovati in spremeniti norveško družbo. Njegov odvetnik je za norveške medije v nedeljo povedal: ""Zaveda se, da so bila dejanja, ki jih je storil, grozljiva, vendar je prepričan, da so bila nujna."" Norveški časnik Aftenposten je danes zapisal, da je policiji povedal tudi, da je bila tarča napada tudi nekdanja premierka Gro Harlem Brundtland. Na zaslišanju pred tem je že povedal, da je deloval sam, kljub temu pa policisti preverjajo navedbe prič, da so na otoku Utoya blizu Osla, kjer se je zgodil drugi, hujši napad, opazili še enega neznanca. Poleg tega poteka preiskava o posredovanju policije in o tem, kje je bil policist, ki bi moral biti na otoku, v času napada. Policija, ki je na otoku posredovala šele slabo uro po začetku napada, svojo počasnost utemeljuje s tem, da niso imeli primernega čolna za transport, helikopterja pa ni bilo v bližini. Za množičen masaker 21 let Dvaintridesetletnik, ki v preteklosti ni zagrešil kriminalnih dejanj, je v petek najprej razstrelil avtomobil bombo v vladni četrti v Oslu, nato pa se je, oblečen v policista, odpeljal na otok Utoya, kjer je bil tabor podmladka norveške laburistične stranke, in streljal na prisotne. V eksplozijah v Oslu je bilo ubitih sedem ljudi, v streljanju na otoku pa po zadnjih podatkih 86, večinoma mladih. Za to po norveški zakonodaji lahko dobi le 21 let zapora. Policija je danes sporočila, da bo morda znižala število smrtnih žrtev strelskega pohoda na otoku. ""Iz informacij, ki so nam sedaj na voljo, se zdi, da bomo zmanjšali število žrtev (na otoku),"" je po poročanju Reutersa povedal vodja norveških policistov Oeystein Maelan. Kaj je razlog, še ni znano. Danes so potrdili tudi, da je med žrtvami na otoku polbrat princese Mette-Marit. Nekaj ur pred napadoma je morilec na spletu objavil 1.500 strani dolg manifest v angleščini pod psevdonimom Andrew Berwick in 12-minutni videoposnetek z naslovom Knights Templar 2083, v katerem nastopa z avtomatskim orožjem. Objavi dokazujeta, da je napada načrtoval vsaj od leta 2009. Prijeli so ga 90 minut po napadu."
http://zurnal24.si/slovenija/na-preizkusnji-htc-wildfire-98208,slovenija,98208,"Na preizkušnji: HTC Wildfire Wildfire ni mobilnik presežkov: ima povprečen zaslon in povprečno opremljenost, a veliko nalogo: operacijski sistem Android približati množicam, ki so jim najzmogljivejši aparati predragi. Telefon v roki daje dober vtis: ohišje je izdelano iz kakovostne plastike, ki ne ječi niti pod močnejšim pritiskom, telefon pa je ravno prav velik in tanek, da se odlično prilega hlačnemu žepu. Uporaba operacijskega sistema Android v cenovno dostopnem Wildfireju je strateška odločitev: platforma postaja najbolj razširjena na svetu in je z različico 2.1, ki je nameščena na Wildfirejih, prvič postala zares uporabna tudi za ljudi, ki telefonov na dotik do zdaj niso bili vajeni. Kljub temu želimo in pričakujemo brezplačno nadgradnjo na novejšo različico 2.2. Hvalimo dobro programsko opremljenost aparata: na njem teče vmesnik HTC Sense, ki je popolnoma enak kot tisti, ki ga najdemo v dražjih modelih. V sistem je že integrirano povezovanje v socialne mreže (npr. Facebook), preko Android Marketa pa lahko namestite na tisoče programov in iger, med katerimi je veliko brezplačnih. Baterija je primerno zmogljiva, pričakujte pa, da jo boste ob izkoriščanju vseh zmogljivosti aparata (brskanje po spletu prek wifija, predvajanje videov ...) morali polniti vsako noč. Po nakupu si morate vzeti dan ali dva časa, ko boste intenzivno spoznali aparat. Preskok iz navadnih telefonov na Androida je velik in lahko se vam zgodi, da boste bentili nad virtualno tipkovnico, zaman iskali tipke 1, 2, 3 ter se spraševali, kje izklopiti nadležno popravljanje besedila, ki slovenskega jezika ne pozna. Največja minusa sta dva: prvi je zaslon, kjer se opazi, da je HTC moral nekje varčevati. Čeprav je zelo odziven in uporablja kapacitivno tehnologijo (po domače: je tehnološko bistveno boljši od starejših modelov), pa ima nizko ločljivost le 320 x 240 pik. Za resno brskanje po spletu je to premalo. Drugi minus je varčevanje pri procesorju: je že precej v letih in počasen, kar se opazi pri občasnem zatikanju pri hitrem brskanju ter nezmožnosti predvajanja HD videov. Pod črto: Wildfire je aparat za vse, ki se želite spoznati z Androidom, a niste pripravljeni plačati stotin evrov za aparat. V zakup boste morali vzeti slabši zaslon in počasnejše delovanje, vendar vas bo pomirjalo, da za nekaj deset evrov uporabljate identičen operacijski sistem kot aparati, za katere bi morali odšteti celotno minimalno slovensko plačo. Cena: od 79 € do 179 € v Mobitelovih paketih, od 1 € do 180 € v Simobilovih paketih, od 1 € do 199 € v Tušmobilovih paketih, redna cena: 269 €. Alternative: Sony Ericssonov model Xperia X10 Mini Pro je cenovno primerljiv z Wildfirejem in ima pravo qwertz tipkovnico, vendar ima manjši zaslon in uporablja starejšo ter manj zmogljivo različico Androida 1.6."
http://zurnal24.si/magazin/film-glasba-tv/moski-zelijo-pri-britju-mir-154759,magazin,154759,"""Moški želijo pri britju mir"" Na ogled je postavljenih več kot 500 predmetov iz zasebne zbirke. To počnejo vsi moški, tudi astronavti v vesolju. Kaj? Vozijo po koži električne ali ročne brivnike, seveda. Okej, to počnemo tudi ženske, a tokrat bo govora o moškem britju. Razmišljanje na to temo nas je pripeljalo za vrata Narodnega muzeja Slovenije – Metelkova v Ljubljani, kjer je na ogled razstava 7:00 Britje. Njen kustos Igor Ravbar, ki je obenem lastnik več kot 500 razstavljenih eksponatov, nas je popeljal skozi učno uro zgodovine britja. Boštjan Tacol King Gillette patentira enkratno britvico ""Vse se začne z britvami. Najstarejši predmet v moji zbirki je britev z ročajem iz roževine iz leta 1800,"" je uvodoma pojasnil slovenski zbiratelj, ki svojo zbirko dopolnjuje 30 let in vidi njeno vrednost v količini zbranih predmetov, ne toliko v njihovi nominalni vrednosti. ""Prvi brivniki so imeli britve, ki so se po vsaki uporabi lahko na novo nabrusile. Ta način se je začel ob koncu 19. stoletja. V začetku 20. stoletja pa je King C. Gillette v Ameriki patentiral britvico za enkratno uporabo, ki je najpomembnejši izum za mokro britje. Nastala je tanka britvica, ki jo v spomin na izumitelja imenujemo žiletka in je v drogerijah naprodaj še danes,"" nas je poučil Ravbar. In nič več ni bilo tako kot prej. Ljudje so se brili že v starem Egiptu – zaradi higiene in lepotnih idealov. Oblike britev in materiali zanje so se skozi stoletja spreminjali. Nesluten razvoj pa so pripomočki za britje, predvsem suho, doživeli v 20. stoletju. ""Patentiran je motorček v držalu brivnika in začne se novo poglavje. Od takrat ti dve vzporedni veji, suho in mokro britje, sobivata. Zelo dobre električne brivnike so izdelovali Britanci in Švicarji. Pozneje pridejo v ospredje cenejši Braunovi,"" je povedal Ravbar. Braunove brivnike so tako kot drugod po svetu po licenci izdelovali tudi v Sloveniji. Podjetje Iskra Braun jih je izdelovala od leta 1966 in veliko pripomogla k razširitvi električnega britja pri nas. Svojo zbirko Ravbar dopolnjuje z nakupi prek svetovnega spleta, veliko mu pri iskanju pomagajo prijatelji, sam pa vedno obišče bolšje sejme, ki so zlata jama za njegov hobi. Brivski saloni so svojo namenskost začeli izgubljati z izumom električnih brivnikov. Edini slovenski brivec deluje v Univerzitetnem kliničnem centru Ljubljana."
https://zurnal24.si/avto/hyundai-i30-fastback-cene-303858,avto,303858,"Hyundai za 16 tisočakov predstavil avto brez konkurence v svojem razredu Tudi pri Hyundaiu so se odločili za drugačen pristop do novih kupcev. Podoben nišni avtomobil, kot so ga zdaj ponudili na slovenskem trgu, najdemo pri premium proizvajalcih, kot je mercedes-benz CLA. Po karavanski različici i30 wagon, petvratni kombilimuzinski različici nove generacije i30 in prvi športni izvedenki i30 N so pri Hyundaiu v Slovenijo pripeljali še četrto izvedenko modela i30 – i30 fastback. Hyundai je s tem dopolnil ponudbo v tem najbolj pomembnem in najbolj prodajanem evropskem segmentu. Avto Hyundai razvil največjo zračno blazino Pri novem petvratnem i30 fastbacku gre za nekakšno kupejevsko različico i30 s podaljšanim zadkom. Z izjemo premium proizvajalcev vozil, nihče od konkurentov ne ponuja podobnega vozila. Sploh pa ne za ceno, ki se začne malenkost pod 16 tisočaki. Ne, to ni nadomestilo za štirivratno elantro, ki je klasična limuzina za globalni trg, s katero znamke v Evropi večino prodaje naredijo na vzhodnih trgih. I30 Fastback naj bi pri nas s 15-odstotnim deležem znotraj modela i30 in 60 registriranimi vozili v letu 2018 predstavljal več kot le eksotični model. Saša Despot Že na pogled drugačen V primerjavi s klasično petvratno kombilimuzino i30 je rahlo spremenjen prednji del vozila, z večjo kaskadno masko, medtem ko sta bočna linija in zadek z integiranim spojlerjem, ki se razteza med zadnjima žarometoma, popolnoma nova. Prtljažnik v osnovi meri 450 litrov, z zlaganjem sedežev dobimo 1351 litrov prostora. Avto Ko hyundaija v roke dobi nekdanji šef BMW M Hkrati je daljši za 12 centimetrov in občutno nižji (streha za 2,5 centimetra). Pri Hyundaiu pravijo, da so tako kot videz tudi vozne karakteristike temu primerno bolj dinamične. Karoserija je k tlom približana za dodatnega pol centimetra, vzmetenje pa je za 15 odstotkov trše. Saša Despot Vsebina je enaka kot pri kombilimuzini in karavanu. To pomeni, da v notranjosti najdemo serijski 5-palčni in večji 8-palčni zaslon z navigacijo, večpredstavnostni sistem je povezljiv z aplikacijami pametnih telefonov, ki prezrcalijo vsebino telefona na zaslon vozila. Dizla ne bo Hyundai je z i30 fastbackom že v serijski opremi ponudil bogat nabor asistenčnih sistemov za pomoč vozniku, zbranih pod imenom smart sense: sistem za zaviranje v sili s senzorjem za zaznavanje vozil, nadzor voznikove zbranosti, samodejno zasenčenje dolgih žarometov in sistem na opozarjanje na nenamerno zapustitev voznega pasu. Avto Kako dober je hyundai na baterijo? Na voljo je tudi napredni sistem za zaviranje v sili z radarjem za zaznavanje pešcev, inteligentni sistem za prepoznavo prometnih znakov, sistem za opozarjanje na prečni promet, sistem za opozarjanje na vozila v mrtvem kotu, aktivni radarski tempomat, ki samodejno vzdržuje varnostno razdaljo do vozila spredaj. Saša Despot Kupci lahko izbirajo med dvema bencinskima motorjema, 1,0 TGDI trivaljnim turbobencinarjem z 88 kilovatov moči (120 KM), ki mu je namenjen šeststopenjski ročni menjalnik in 1,4 TGDI štirivaljnim turbobencinskim motorjem z močjo 103 kilovate (140 KM), kjer je serijski šeststopenjski ročni menjalnik za 1.500 evrov doplačila pa je na voljo sedemstopenjski dvosklopčni samodejni menjalnik. Dizelskega motorja ne bo. Pri Hyundaiu v Sloveniji v zadnjem času opažajo porast povpraševanja po bencinskih motorjih. Delež dizelskih motorjev v družini vozil i30 je slabih 30 odstotkov. Avto Hyundai predstavil tehnološkega zastavonošo Tudi za i30 fastbacka, ki je na voljo s štirimi stopnjami opreme, velja 5 letna garancija brez omejitve prevoženih kilometrov. S promocijskim popustom v višini 2.000 evrov vstopni bencinski turbotrivaljnik stane 15.990 evrov, zmogljivejši štirivaljni turbobencinski motor je možno dobiti od 18.290 evrov naprej z vključenim promocijskim popustom."
http://zurnal24.si/sport/nogomet/odstopil-tunizijski-selektor-205450,sport,205450,"Odstopil tunizijski selektor  Selektor tunizijske nogometne reprezentance Nabil Maaloul je odstopil, potem ko je postalo jasno, da si je Tunizija zaprla vsa vrata za nastop na svetovnem prvenstvu prihodnje leto v Braziliji. Tunizija je v zadnjem krogu skupine B afriških kvalifikacij v soboto na domačem terenu potrebovala zgolj točko proti Zelenortskim otokom, pa bi osvojila prvo mesto in se uvrstila v sklepni krog kvalifikacij za mundial, a je izgubila z 0:2. Na prvem mesu so tako končali prav Zelenortski otoki. Maaloul je bil na selektorskem stolčku manj kot eno leto; po slabem nastopu Tunizije letos na afriškem prvenstvu je na čelu ekipe nasledil Samija Trabelsija."
